pixelx,pixely,pixelz,robotx,roboty,robotz
         522,         119,         477,           0.523806,           0.120382,           0.115051
         522,         145,         476,           0.543792,           0.120335,           0.114998
         523,         171,         475,           0.563785,           0.120348,           0.114955
         523,         197,         476,           0.583803,           0.120391,           0.115063
         523,         223,         475,           0.603822,           0.120340,           0.115036
         524,         249,         475,           0.623814,           0.120360,           0.115044
         525,         275,         473,           0.643789,           0.120394,           0.115033
         526,         301,         472,           0.663780,           0.120377,           0.115013
         527,         327,         471,           0.683792,           0.120425,           0.115079
         528,         354,         471,           0.703799,           0.120372,           0.114967
         528,         380,         472,           0.723777,           0.120389,           0.114995
         529,         406,         471,           0.743790,           0.120396,           0.115001
         530,         433,         470,           0.763792,           0.120377,           0.114994
         503,         433,         471,           0.763829,           0.100396,           0.114905
         503,         406,         470,           0.743804,           0.100212,           0.114917
         502,         380,         471,           0.723801,           0.100294,           0.114910
         501,         354,         471,           0.703785,           0.100258,           0.114887
         501,         328,         473,           0.683815,           0.100245,           0.114898
         500,         301,         473,           0.663798,           0.100269,           0.114904
         499,         275,         475,           0.643806,           0.100278,           0.114954
         498,         249,         475,           0.623789,           0.100308,           0.114916
         497,         223,         477,           0.603794,           0.100319,           0.114930
         497,         197,         477,           0.583797,           0.100258,           0.114956
         496,         172,         477,           0.563807,           0.100272,           0.114964
         496,         146,         477,           0.543770,           0.100283,           0.114890
         495,         120,         479,           0.523782,           0.100279,           0.114856
         495,          94,         478,           0.503809,           0.100309,           0.114909
         494,          68,         479,           0.483775,           0.100282,           0.114888
         494,          43,         478,           0.463793,           0.100295,           0.114897
         468,          43,         479,           0.463805,           0.080345,           0.114997
         468,          69,         480,           0.483771,           0.080339,           0.114982
         469,          94,         478,           0.503803,           0.080366,           0.115022
         469,         120,         477,           0.523816,           0.080352,           0.115004
         470,         146,         478,           0.543816,           0.080398,           0.115026
         470,         172,         478,           0.563800,           0.080330,           0.115034
         471,         198,         477,           0.583791,           0.080352,           0.114992
         472,         223,         477,           0.603798,           0.080418,           0.115024
         472,         249,         477,           0.623777,           0.080389,           0.114968
         473,         275,         475,           0.643773,           0.080400,           0.114983
         474,         301,         472,           0.663779,           0.080400,           0.115001
         475,         328,         473,           0.683804,           0.080401,           0.115019
         475,         354,         471,           0.703797,           0.080460,           0.115032
         476,         380,         473,           0.723815,           0.080386,           0.115059
         476,         407,         471,           0.743794,           0.080390,           0.114945
         477,         433,         471,           0.763793,           0.080443,           0.115011
         451,         433,         471,           0.763841,           0.060335,           0.114951
         450,         407,         472,           0.743789,           0.060247,           0.114926
         449,         380,         472,           0.723781,           0.060278,           0.114860
         449,         354,         473,           0.703766,           0.060261,           0.114838
         448,         328,         473,           0.683782,           0.060234,           0.114870
         447,         301,         476,           0.663789,           0.060239,           0.114912
         447,         276,         474,           0.643790,           0.060238,           0.114902
         446,         249,         476,           0.623779,           0.060260,           0.114919
         446,         224,         477,           0.603804,           0.060274,           0.114979
         445,         198,         477,           0.583784,           0.060277,           0.114895
         445,         172,         477,           0.563774,           0.060256,           0.114872
         444,         146,         478,           0.543791,           0.060284,           0.114894
         443,         121,         479,           0.523816,           0.060310,           0.114941
         443,          95,         480,           0.503786,           0.060278,           0.114942
         442,          69,         479,           0.483766,           0.060291,           0.114875
         442,          44,         481,           0.463782,           0.060317,           0.114917
         417,          44,         480,           0.463815,           0.040352,           0.115018
         417,          70,         481,           0.483807,           0.040359,           0.114990
         417,          95,         479,           0.503789,           0.040371,           0.115010
         418,         121,         477,           0.523789,           0.040363,           0.114997
         419,         147,         477,           0.543815,           0.040398,           0.115026
         419,         173,         477,           0.563788,           0.040367,           0.114989
         419,         198,         475,           0.583805,           0.040377,           0.115023
         420,         224,         475,           0.603808,           0.040404,           0.115059
         420,         250,         475,           0.623802,           0.040398,           0.115042
         421,         276,         474,           0.643790,           0.040417,           0.114988
         421,         302,         474,           0.663803,           0.040397,           0.115015
         422,         328,         474,           0.683783,           0.040366,           0.114951
         423,         354,         473,           0.703805,           0.040430,           0.115053
         423,         380,         473,           0.723796,           0.040371,           0.115017
         424,         407,         472,           0.743774,           0.040399,           0.115012
         424,         433,         471,           0.763793,           0.040398,           0.114913
         398,         434,         472,           0.763812,           0.020383,           0.114940
         397,         407,         472,           0.743777,           0.020239,           0.114932
         396,         380,         474,           0.723793,           0.020278,           0.114940
         396,         354,         474,           0.703800,           0.020223,           0.114893
         396,         328,         474,           0.683821,           0.020237,           0.114961
         395,         302,         473,           0.663777,           0.020282,           0.114896
         395,         276,         475,           0.643782,           0.020228,           0.114888
         394,         250,         473,           0.623792,           0.020282,           0.114941
         394,         225,         476,           0.603775,           0.020264,           0.114868
         393,         199,         476,           0.583784,           0.020278,           0.114864
         393,         173,         476,           0.563791,           0.020269,           0.114893
         393,         147,         479,           0.543781,           0.020270,           0.114923
         392,         122,         479,           0.523801,           0.020308,           0.114947
         392,          96,         477,           0.503796,           0.020292,           0.114934
         391,          70,         481,           0.483780,           0.020290,           0.114917
         391,          45,         481,           0.463799,           0.020349,           0.114927
         366,          45,         481,           0.463790,           0.000332,           0.114988
         366,          71,         481,           0.483825,           0.000371,           0.115044
         366,          96,         481,           0.503810,           0.000365,           0.115004
         366,         122,         478,           0.523803,           0.000366,           0.115026
         367,         148,         478,           0.543812,           0.000420,           0.115045
         367,         173,         478,           0.563806,           0.000353,           0.115006
         368,         199,         476,           0.583801,           0.000368,           0.114999
         368,         225,         473,           0.603777,           0.000370,           0.114964
         368,         250,         475,           0.623792,           0.000408,           0.114995
         369,         276,         474,           0.643800,           0.000372,           0.115054
         369,         302,         473,           0.663803,           0.000361,           0.114942
         370,         328,         474,           0.683806,           0.000385,           0.115028
         370,         354,         473,           0.703812,           0.000347,           0.115020
         370,         381,         472,           0.723811,           0.000395,           0.115047
         371,         407,         472,           0.743810,           0.000403,           0.115083
         371,         434,         472,           0.763814,           0.000411,           0.114974
         345,         434,         472,           0.763787,          -0.019609,           0.115018
         345,         407,         474,           0.743787,          -0.019774,           0.114952
         344,         381,         473,           0.723782,          -0.019745,           0.114943
         344,         355,         473,           0.703790,          -0.019761,           0.114921
         343,         329,         474,           0.683794,          -0.019750,           0.114904
         343,         302,         475,           0.663776,          -0.019731,           0.114897
         343,         277,         474,           0.643788,          -0.019761,           0.114924
         342,         251,         476,           0.623778,          -0.019738,           0.114881
         342,         225,         477,           0.603757,          -0.019737,           0.114844
         342,         199,         478,           0.583784,          -0.019755,           0.114898
         341,         174,         477,           0.563795,          -0.019715,           0.114911
         341,         148,         479,           0.543784,          -0.019764,           0.114900
         340,         122,         479,           0.523792,          -0.019731,           0.114937
         340,          97,         480,           0.503780,          -0.019714,           0.114895
         340,          71,         482,           0.483777,          -0.019704,           0.114942
         340,          46,         483,           0.463807,          -0.019734,           0.114930
         314,          46,         483,           0.463803,          -0.039651,           0.114993
         314,          72,         482,           0.483802,          -0.039638,           0.114979
         315,          97,         481,           0.503791,          -0.039626,           0.114959
         315,         123,         480,           0.523799,          -0.039619,           0.115004
         315,         148,         479,           0.543819,          -0.039592,           0.115057
         316,         174,         480,           0.563806,          -0.039593,           0.115012
         316,         200,         478,           0.583820,          -0.039647,           0.115030
         316,         225,         478,           0.603812,          -0.039637,           0.115045
         317,         251,         478,           0.623820,          -0.039617,           0.115034
         317,         277,         477,           0.643803,          -0.039584,           0.115029
         317,         303,         476,           0.663828,          -0.039609,           0.115014
         318,         329,         475,           0.683789,          -0.039668,           0.114979
         318,         355,         474,           0.703799,          -0.039616,           0.114981
         318,         381,         473,           0.723816,          -0.039631,           0.115049
         319,         407,         474,           0.743819,          -0.039606,           0.115073
         319,         434,         472,           0.763807,          -0.039608,           0.114910
         293,         434,         473,           0.763753,          -0.059659,           0.114969
         292,         408,         474,           0.743789,          -0.059685,           0.114930
         292,         381,         474,           0.723767,          -0.059668,           0.114869
         292,         355,         474,           0.703778,          -0.059657,           0.114896
         292,         329,         476,           0.683751,          -0.059718,           0.114839
         291,         303,         478,           0.663760,          -0.059715,           0.114946
         291,         277,         478,           0.643781,          -0.059753,           0.114935
         291,         251,         479,           0.623762,          -0.059744,           0.114918
         290,         226,         480,           0.603776,          -0.059727,           0.114938
         290,         200,         480,           0.583774,          -0.059748,           0.114873
         290,         174,         479,           0.563773,          -0.059706,           0.114885
         290,         149,         481,           0.543769,          -0.059729,           0.114887
         289,         123,         481,           0.523807,          -0.059698,           0.114974
         289,          98,         481,           0.503788,          -0.059724,           0.114964
         289,          72,         481,           0.483756,          -0.059715,           0.114894
         288,          47,         481,           0.463766,          -0.059741,           0.114921
         263,          47,         483,           0.463792,          -0.079638,           0.114959
         263,          72,         481,           0.483824,          -0.079643,           0.115053
         263,          98,         483,           0.503783,          -0.079646,           0.114980
         264,         123,         481,           0.523810,          -0.079647,           0.115004
         264,         149,         480,           0.543845,          -0.079636,           0.115048
         264,         175,         479,           0.563811,          -0.079637,           0.115027
         264,         200,         479,           0.583809,          -0.079617,           0.114996
         265,         226,         479,           0.603814,          -0.079659,           0.115036
         265,         252,         479,           0.623825,          -0.079654,           0.114978
         265,         278,         478,           0.643784,          -0.079659,           0.114954
         265,         303,         477,           0.663797,          -0.079641,           0.114998
         266,         330,         476,           0.683793,          -0.079630,           0.115001
         266,         356,         475,           0.703802,          -0.079661,           0.115023
         266,         382,         474,           0.723799,          -0.079650,           0.115013
         266,         408,         474,           0.743814,          -0.079640,           0.114989
         266,         435,         471,           0.763811,          -0.079645,           0.114974
         240,         435,         472,           0.763760,          -0.099631,           0.114993
         240,         408,         475,           0.743766,          -0.099683,           0.114927
         240,         382,         473,           0.723777,          -0.099694,           0.114896
         240,         356,         473,           0.703775,          -0.099668,           0.114899
         240,         330,         476,           0.683791,          -0.099699,           0.114898
         239,         304,         477,           0.663801,          -0.099695,           0.114941
         239,         278,         478,           0.643801,          -0.099646,           0.114882
         239,         252,         478,           0.623764,          -0.099696,           0.114912
         239,         226,         480,           0.603771,          -0.099694,           0.114862
         239,         201,         480,           0.583768,          -0.099666,           0.114925
         238,         175,         481,           0.563784,          -0.099676,           0.114935
         238,         149,         479,           0.543775,          -0.099658,           0.114907
         238,         124,         481,           0.523758,          -0.099689,           0.114880
         237,          98,         482,           0.503812,          -0.099686,           0.114963
         237,          72,         483,           0.483762,          -0.099690,           0.114902
         237,          47,         483,           0.463765,          -0.099691,           0.114900
         210,          22,         485,           0.443797,          -0.119687,           0.115002
         211,          47,         483,           0.463808,          -0.119665,           0.115025
         211,          72,         484,           0.483815,          -0.119668,           0.115013
         211,          98,         480,           0.503820,          -0.119675,           0.115051
         212,         124,         479,           0.523789,          -0.119683,           0.114987
         212,         150,         480,           0.543810,          -0.119721,           0.115076
         212,         175,         479,           0.563807,          -0.119690,           0.114993
         213,         201,         479,           0.583801,          -0.119693,           0.115046
         213,         227,         480,           0.603796,          -0.119696,           0.115028
         213,         252,         478,           0.623790,          -0.119692,           0.115025
         213,         278,         478,           0.643812,          -0.119697,           0.115028
         213,         304,         477,           0.663775,          -0.119689,           0.115024
         214,         330,         475,           0.683798,          -0.119715,           0.115026
         214,         356,         475,           0.703827,          -0.119679,           0.115011
         214,         382,         473,           0.723820,          -0.119672,           0.115010
         214,         409,         475,           0.743806,          -0.119693,           0.114986
         214,         436,         475,           0.763772,          -0.119723,           0.114989
         188,         436,         475,           0.763751,          -0.139687,           0.114960
         188,         409,         475,           0.743759,          -0.139675,           0.114866
         188,         383,         475,           0.723769,          -0.139640,           0.114843
         188,         356,         475,           0.703784,          -0.139643,           0.114854
         188,         331,         477,           0.683792,          -0.139636,           0.114899
         188,         304,         476,           0.663780,          -0.139676,           0.114902
         188,         278,         478,           0.643787,          -0.139675,           0.114877
         188,         253,         478,           0.623795,          -0.139682,           0.114970
         188,         227,         479,           0.603798,          -0.139617,           0.114890
         187,         201,         479,           0.583788,          -0.139651,           0.114870
         187,         176,         479,           0.563798,          -0.139621,           0.114880
         187,         150,         480,           0.543783,          -0.139629,           0.114865
         186,         124,         481,           0.523799,          -0.139646,           0.114911
         186,          98,         482,           0.503817,          -0.139646,           0.114950
         186,          73,         484,           0.483791,          -0.139655,           0.114913
         185,          48,         485,           0.463812,          -0.139629,           0.114945
         185,          22,         485,           0.443794,          -0.139649,           0.114952
         160,          23,         486,           0.443778,          -0.159716,           0.115010
         160,          48,         487,           0.463790,          -0.159715,           0.115031
         160,          73,         484,           0.483783,          -0.159713,           0.114993
         160,          99,         483,           0.503790,          -0.159710,           0.115046
         160,         124,         482,           0.523775,          -0.159756,           0.115009
         161,         150,         480,           0.543770,          -0.159738,           0.115047
         161,         176,         479,           0.563793,          -0.159695,           0.115014
         162,         202,         480,           0.583807,          -0.159749,           0.115080
         161,         227,         479,           0.603773,          -0.159755,           0.114974
         162,         253,         478,           0.623774,          -0.159758,           0.114987
         162,         279,         478,           0.643774,          -0.159751,           0.114974
         162,         305,         478,           0.663794,          -0.159737,           0.115024
         161,         331,         477,           0.683780,          -0.159763,           0.115000
         162,         357,         477,           0.703774,          -0.159759,           0.115046
         162,         383,         475,           0.723806,          -0.159711,           0.115070
         162,         409,         477,           0.743776,          -0.159703,           0.114969
         162,         437,         476,           0.763782,          -0.159776,           0.114988
         136,         437,         476,           0.763765,          -0.179669,           0.115059
         128,         445,         456,           0.763762,          -0.179691,           0.134837
         128,         417,         458,           0.743815,          -0.179625,           0.134919
         128,         390,         459,           0.723803,          -0.179622,           0.134953
         128,         362,         458,           0.703780,          -0.179619,           0.134924
         127,         335,         458,           0.683785,          -0.179602,           0.134892
         128,         308,         458,           0.663807,          -0.179592,           0.134923
         128,         281,         459,           0.643799,          -0.179608,           0.134877
         128,         254,         459,           0.623809,          -0.179637,           0.134919
         128,         227,         460,           0.603806,          -0.179634,           0.134905
         128,         200,         460,           0.583800,          -0.179648,           0.134911
         127,         173,         462,           0.563789,          -0.179630,           0.134930
         127,         146,         463,           0.543798,          -0.179629,           0.134919
         127,         119,         462,           0.523801,          -0.179639,           0.134890
         126,          93,         465,           0.503808,          -0.179625,           0.134944
         127,          66,         464,           0.483817,          -0.179609,           0.134919
         126,          40,         464,           0.463813,          -0.179641,           0.134931
         153,          39,         466,           0.463771,          -0.159742,           0.135016
         153,          65,         464,           0.483787,          -0.159731,           0.135029
         153,          92,         464,           0.503791,          -0.159701,           0.135033
         153,         119,         463,           0.523788,          -0.159729,           0.134956
         154,         146,         460,           0.543772,          -0.159744,           0.134989
         154,         173,         460,           0.563766,          -0.159719,           0.134977
         155,         199,         459,           0.583794,          -0.159751,           0.135025
         154,         226,         459,           0.603797,          -0.159740,           0.135033
         155,         253,         458,           0.623799,          -0.159763,           0.135063
         155,         280,         459,           0.643781,          -0.159753,           0.134962
         154,         307,         457,           0.663787,          -0.159739,           0.135010
         154,         335,         457,           0.683784,          -0.159742,           0.135033
         154,         362,         455,           0.703785,          -0.159741,           0.135030
         155,         389,         455,           0.723796,          -0.159731,           0.135042
         155,         417,         457,           0.743807,          -0.159700,           0.135002
         155,         445,         455,           0.763803,          -0.159702,           0.134975
         182,         444,         454,           0.763810,          -0.139740,           0.134938
         182,         416,         456,           0.743802,          -0.139680,           0.134979
         182,         389,         456,           0.723811,          -0.139638,           0.134995
         182,         361,         454,           0.703782,          -0.139649,           0.134929
         182,         334,         455,           0.683798,          -0.139685,           0.134985
         182,         307,         456,           0.663772,          -0.139624,           0.134940
         182,         280,         458,           0.643773,          -0.139633,           0.134856
         182,         253,         458,           0.623780,          -0.139626,           0.134860
         182,         226,         459,           0.603778,          -0.139652,           0.134861
         181,         199,         459,           0.583810,          -0.139610,           0.134893
         181,         172,         459,           0.563781,          -0.139616,           0.134915
         181,         146,         461,           0.543782,          -0.139659,           0.134886
         180,         119,         462,           0.523786,          -0.139659,           0.134948
         180,          92,         463,           0.503806,          -0.139669,           0.134970
         180,          65,         464,           0.483827,          -0.139642,           0.134969
         179,          38,         463,           0.463809,          -0.139652,           0.134938
         206,          38,         463,           0.463789,          -0.119716,           0.135007
         206,          65,         464,           0.483790,          -0.119680,           0.134978
         207,          92,         460,           0.503778,          -0.119689,           0.135023
         207,         119,         459,           0.523793,          -0.119668,           0.134973
         207,         145,         459,           0.543789,          -0.119693,           0.134994
         208,         172,         460,           0.563798,          -0.119701,           0.135040
         208,         199,         459,           0.583797,          -0.119709,           0.135010
         208,         226,         458,           0.603811,          -0.119720,           0.135020
         208,         252,         459,           0.623783,          -0.119703,           0.134984
         209,         279,         457,           0.643798,          -0.119672,           0.135023
         209,         306,         456,           0.663809,          -0.119657,           0.134992
         209,         334,         455,           0.683797,          -0.119690,           0.135059
         209,         361,         455,           0.703814,          -0.119688,           0.134991
         209,         388,         454,           0.723810,          -0.119714,           0.134998
         209,         416,         454,           0.743805,          -0.119658,           0.134974
         209,         444,         455,           0.763803,          -0.119695,           0.135056
         237,         444,         453,           0.763827,          -0.099709,           0.134952
         236,         415,         454,           0.743783,          -0.099687,           0.134901
         236,         388,         454,           0.723783,          -0.099675,           0.134886
         236,         360,         453,           0.703794,          -0.099652,           0.134900
         236,         333,         454,           0.683771,          -0.099700,           0.134909
         236,         306,         456,           0.663788,          -0.099642,           0.134864
         236,         279,         458,           0.643774,          -0.099698,           0.134933
         235,         252,         459,           0.623759,          -0.099656,           0.134866
         235,         225,         459,           0.603783,          -0.099696,           0.134929
         235,         198,         458,           0.583772,          -0.099672,           0.134894
         234,         172,         460,           0.563792,          -0.099674,           0.134908
         234,         145,         460,           0.543795,          -0.099677,           0.134903
         234,         118,         461,           0.523795,          -0.099689,           0.134924
         234,          92,         460,           0.503777,          -0.099687,           0.134873
         233,          65,         463,           0.483805,          -0.099680,           0.134929
         233,          38,         463,           0.463793,          -0.099698,           0.134921
         260,          38,         462,           0.463781,          -0.079640,           0.134968
         260,          64,         461,           0.483799,          -0.079605,           0.134971
         261,          91,         461,           0.503799,          -0.079651,           0.135002
         261,         118,         461,           0.523807,          -0.079624,           0.135005
         261,         145,         460,           0.543814,          -0.079639,           0.135021
         262,         171,         459,           0.563792,          -0.079644,           0.135007
         262,         198,         459,           0.583808,          -0.079636,           0.135008
         262,         225,         458,           0.603815,          -0.079648,           0.135052
         262,         252,         459,           0.623803,          -0.079655,           0.135031
         263,         279,         458,           0.643813,          -0.079644,           0.134988
         263,         306,         457,           0.663812,          -0.079689,           0.134996
         263,         333,         454,           0.683824,          -0.079641,           0.135023
         263,         360,         454,           0.703808,          -0.079641,           0.134971
         264,         388,         453,           0.723804,          -0.079675,           0.135060
         264,         415,         453,           0.743802,          -0.079651,           0.134949
         264,         443,         452,           0.763817,          -0.079685,           0.135020
         291,         443,         453,           0.763817,          -0.059760,           0.134990
         291,         415,         453,           0.743782,          -0.059727,           0.134940
         291,         387,         454,           0.723755,          -0.059730,           0.134886
         291,         360,         454,           0.703781,          -0.059710,           0.134947
         290,         333,         455,           0.683757,          -0.059716,           0.134930
         290,         305,         457,           0.663771,          -0.059747,           0.134911
         290,         279,         458,           0.643769,          -0.059753,           0.134950
         289,         251,         459,           0.623758,          -0.059703,           0.134843
         289,         225,         459,           0.603774,          -0.059713,           0.134880
         289,         198,         459,           0.583754,          -0.059754,           0.134826
         288,         171,         459,           0.563774,          -0.059706,           0.134939
         288,         145,         461,           0.543769,          -0.059700,           0.134918
         288,         118,         459,           0.523767,          -0.059745,           0.134916
         287,          91,         461,           0.503796,          -0.059706,           0.134970
         287,          64,         462,           0.483760,          -0.059701,           0.134896
         287,          38,         461,           0.463790,          -0.059719,           0.134971
         314,          37,         460,           0.463790,          -0.039667,           0.134978
         314,          64,         461,           0.483822,          -0.039622,           0.135034
         314,          91,         461,           0.503828,          -0.039625,           0.135046
         315,         117,         460,           0.523812,          -0.039646,           0.135008
         315,         144,         458,           0.543803,          -0.039594,           0.134968
         315,         171,         461,           0.563797,          -0.039622,           0.135004
         316,         198,         458,           0.583812,          -0.039640,           0.134976
         316,         224,         456,           0.603803,          -0.039647,           0.135036
         316,         251,         457,           0.623811,          -0.039627,           0.135070
         317,         278,         456,           0.643799,          -0.039623,           0.135032
         317,         305,         455,           0.663803,          -0.039633,           0.134935
         318,         332,         454,           0.683812,          -0.039647,           0.135009
         318,         360,         455,           0.703813,          -0.039607,           0.135057
         318,         387,         453,           0.723792,          -0.039620,           0.134967
         319,         415,         453,           0.743795,          -0.039642,           0.135054
         319,         443,         454,           0.763802,          -0.039618,           0.134987
         346,         442,         453,           0.763809,          -0.019681,           0.134945
         346,         414,         454,           0.743773,          -0.019787,           0.134861
         345,         387,         453,           0.723784,          -0.019728,           0.134938
         345,         359,         454,           0.703773,          -0.019755,           0.134854
         344,         332,         455,           0.683773,          -0.019738,           0.134897
         344,         305,         455,           0.663780,          -0.019731,           0.134951
         344,         278,         454,           0.643749,          -0.019782,           0.134903
         343,         251,         455,           0.623788,          -0.019732,           0.134914
         343,         224,         456,           0.603790,          -0.019761,           0.134904
         342,         197,         456,           0.583765,          -0.019758,           0.134908
         342,         170,         457,           0.563784,          -0.019686,           0.134915
         342,         144,         458,           0.543799,          -0.019748,           0.134940
         341,         117,         461,           0.523787,          -0.019732,           0.134914
         341,          90,         460,           0.503784,          -0.019725,           0.134888
         341,          64,         460,           0.483790,          -0.019718,           0.134909
         340,          37,         461,           0.463785,          -0.019728,           0.134925
         367,          36,         460,           0.463800,           0.000333,           0.134987
         368,          63,         461,           0.483808,           0.000398,           0.135039
         368,          90,         463,           0.503806,           0.000384,           0.135011
         368,         117,         459,           0.523805,           0.000384,           0.134973
         369,         143,         458,           0.543802,           0.000372,           0.134996
         369,         170,         456,           0.563814,           0.000365,           0.135001
         370,         197,         455,           0.583807,           0.000362,           0.134991
         370,         224,         454,           0.603821,           0.000398,           0.135057
         370,         251,         455,           0.623794,           0.000400,           0.135022
         371,         278,         454,           0.643804,           0.000381,           0.135012
         371,         305,         454,           0.663793,           0.000351,           0.135016
         372,         332,         454,           0.683790,           0.000437,           0.134960
         372,         359,         453,           0.703821,           0.000356,           0.135008
         373,         387,         453,           0.723803,           0.000421,           0.135044
         373,         414,         453,           0.743818,           0.000428,           0.135044
         374,         442,         451,           0.763799,           0.000426,           0.134958
         401,         442,         451,           0.763773,           0.020354,           0.134984
         400,         414,         452,           0.743789,           0.020194,           0.134881
         400,         386,         453,           0.723774,           0.020276,           0.134870
         399,         359,         452,           0.703781,           0.020188,           0.134893
         399,         332,         454,           0.683762,           0.020242,           0.134879
         398,         304,         454,           0.663778,           0.020293,           0.134905
         398,         277,         455,           0.643772,           0.020247,           0.134884
         397,         250,         453,           0.623783,           0.020280,           0.134904
         397,         223,         455,           0.603778,           0.020291,           0.134855
         397,         196,         456,           0.583783,           0.020303,           0.134906
         396,         170,         455,           0.563790,           0.020272,           0.134913
         396,         143,         458,           0.543806,           0.020273,           0.134908
         395,         116,         460,           0.523773,           0.020297,           0.134908
         395,          89,         460,           0.503773,           0.020291,           0.134890
         394,          63,         460,           0.483802,           0.020301,           0.134949
         394,          36,         461,           0.463814,           0.020336,           0.134992
         421,          35,         460,           0.463800,           0.040377,           0.134983
         421,          62,         461,           0.483815,           0.040336,           0.135013
         421,          89,         460,           0.503805,           0.040398,           0.134987
         422,         116,         459,           0.523794,           0.040332,           0.135006
         423,         143,         458,           0.543802,           0.040382,           0.135017
         423,         169,         457,           0.563778,           0.040387,           0.134987
         424,         196,         455,           0.583818,           0.040389,           0.134987
         424,         223,         455,           0.603809,           0.040407,           0.135060
         425,         250,         455,           0.623820,           0.040415,           0.135056
         425,         277,         454,           0.643806,           0.040409,           0.135055
         426,         304,         454,           0.663817,           0.040385,           0.135012
         426,         331,         453,           0.683807,           0.040349,           0.135016
         427,         359,         453,           0.703796,           0.040405,           0.135011
         428,         386,         453,           0.723803,           0.040385,           0.135009
         428,         414,         452,           0.743791,           0.040386,           0.135047
         429,         442,         450,           0.763789,           0.040409,           0.134958
         456,         442,         451,           0.763762,           0.060272,           0.134942
         456,         414,         451,           0.743775,           0.060218,           0.134891
         455,         386,         453,           0.723777,           0.060268,           0.134915
         454,         359,         453,           0.703764,           0.060248,           0.134883
         454,         331,         453,           0.683799,           0.060244,           0.134951
         453,         304,         455,           0.663789,           0.060271,           0.134932
         452,         277,         455,           0.643798,           0.060229,           0.134968
         452,         250,         455,           0.623798,           0.060249,           0.134922
         451,         223,         457,           0.603778,           0.060305,           0.134880
         451,         196,         456,           0.583782,           0.060268,           0.134889
         450,         169,         457,           0.563791,           0.060264,           0.134923
         449,         142,         459,           0.543776,           0.060272,           0.134908
         449,         115,         459,           0.523771,           0.060288,           0.134913
         448,          88,         459,           0.503809,           0.060283,           0.134950
         448,          62,         459,           0.483798,           0.060265,           0.134974
         447,          35,         461,           0.463805,           0.060290,           0.134962
         475,          34,         458,           0.463796,           0.080341,           0.134994
