a,b,c,d,e,f
         471.000000,         347.000000,         521.000000,           0.705824,           0.087472,           0.069990
         471.000000,         371.000000,         518.000000,           0.725830,           0.087508,           0.070029
         472.000000,         395.000000,         516.000000,           0.745852,           0.087571,           0.070104
         473.000000,         420.000000,         516.000000,           0.765837,           0.087672,           0.070038
         497.000000,         420.000000,         513.000000,           0.765829,           0.107569,           0.070051
         496.000000,         395.000000,         515.000000,           0.745808,           0.107508,           0.069993
         495.000000,         371.000000,         517.000000,           0.725810,           0.107407,           0.069940
         494.000000,         347.000000,         517.000000,           0.705811,           0.107339,           0.069840
         494.000000,         323.000000,         520.000000,           0.685790,           0.107250,           0.069809
         493.000000,         299.000000,         520.000000,           0.665773,           0.107197,           0.069751
         492.000000,         275.000000,         521.000000,           0.645770,           0.107115,           0.069656
         491.000000,         252.000000,         521.000000,           0.625786,           0.107067,           0.069643
         490.000000,         228.000000,         522.000000,           0.605762,           0.107002,           0.069538
         490.000000,         204.000000,         522.000000,           0.585789,           0.106920,           0.069526
         489.000000,         181.000000,         522.000000,           0.565783,           0.106897,           0.069494
         489.000000,         157.000000,         523.000000,           0.545782,           0.106818,           0.069398
         488.000000,         134.000000,         524.000000,           0.525790,           0.106788,           0.069336
         488.000000,         110.000000,         525.000000,           0.505783,           0.106779,           0.069263
         487.000000,          87.000000,         522.000000,           0.485750,           0.106743,           0.069160
         487.000000,          63.000000,         525.000000,           0.465755,           0.106694,           0.069119
         487.000000,          40.000000,         526.000000,           0.445736,           0.106632,           0.069060
         510.000000,          39.000000,         529.000000,           0.445759,           0.126558,           0.069136
         511.000000,          63.000000,         524.000000,           0.465774,           0.126567,           0.069187
         511.000000,          86.000000,         525.000000,           0.485789,           0.126602,           0.069232
         512.000000,         110.000000,         522.000000,           0.505791,           0.126635,           0.069277
         512.000000,         133.000000,         523.000000,           0.525796,           0.126672,           0.069305
         513.000000,         157.000000,         522.000000,           0.545818,           0.126704,           0.069372
         513.000000,         181.000000,         521.000000,           0.565811,           0.126742,           0.069435
         513.000000,         204.000000,         520.000000,           0.585822,           0.126807,           0.069478
         514.000000,         228.000000,         521.000000,           0.605821,           0.126817,           0.069553
         514.000000,         251.000000,         521.000000,           0.625838,           0.126879,           0.069604
         515.000000,         275.000000,         521.000000,           0.645832,           0.126909,           0.069573
         516.000000,         299.000000,         519.000000,           0.665831,           0.126998,           0.069594
         517.000000,         323.000000,         519.000000,           0.685799,           0.127026,           0.069565
         518.000000,         347.000000,         518.000000,           0.705796,           0.127103,           0.069584
         519.000000,         371.000000,         516.000000,           0.725799,           0.127156,           0.069630
         520.000000,         395.000000,         515.000000,           0.745792,           0.127236,           0.069661
         521.000000,         419.000000,         516.000000,           0.765785,           0.127309,           0.069688
         544.000000,         419.000000,         515.000000,           0.765776,           0.147249,           0.069719
         543.000000,         395.000000,         516.000000,           0.745760,           0.147164,           0.069642
         542.000000,         371.000000,         515.000000,           0.725776,           0.147040,           0.069558
         541.000000,         347.000000,         515.000000,           0.705775,           0.146939,           0.069497
         541.000000,         323.000000,         518.000000,           0.685776,           0.146854,           0.069421
         540.000000,         299.000000,         520.000000,           0.665769,           0.146783,           0.069325
         539.000000,         275.000000,         518.000000,           0.645775,           0.146715,           0.069251
         538.000000,         251.000000,         519.000000,           0.625783,           0.146619,           0.069182
         538.000000,         228.000000,         520.000000,           0.605762,           0.146553,           0.069095
         537.000000,         204.000000,         521.000000,           0.585780,           0.146526,           0.069052
         537.000000,         180.000000,         521.000000,           0.565792,           0.146474,           0.068988
         536.000000,         157.000000,         521.000000,           0.545792,           0.146414,           0.068908
         536.000000,         133.000000,         522.000000,           0.525796,           0.146337,           0.068775
         535.000000,         109.000000,         524.000000,           0.505795,           0.146279,           0.068681
         534.000000,          86.000000,         527.000000,           0.485819,           0.146228,           0.068674
         534.000000,          63.000000,         525.000000,           0.465841,           0.146192,           0.068637
         533.000000,          40.000000,         525.000000,           0.445835,           0.146147,           0.068556
         557.000000,          39.000000,         526.000000,           0.445856,           0.166084,           0.068602
         557.000000,          62.000000,         525.000000,           0.465852,           0.166112,           0.068633
         558.000000,          86.000000,         523.000000,           0.485848,           0.166145,           0.068690
         559.000000,         109.000000,         520.000000,           0.505848,           0.166164,           0.068719
         559.000000,         133.000000,         522.000000,           0.525845,           0.166209,           0.068743
         560.000000,         156.000000,         519.000000,           0.545855,           0.166232,           0.068789
         560.000000,         180.000000,         521.000000,           0.565843,           0.166223,           0.068815
         561.000000,         204.000000,         520.000000,           0.585839,           0.166273,           0.068868
         562.000000,         227.000000,         519.000000,           0.605861,           0.166357,           0.068958
         562.000000,         251.000000,         520.000000,           0.625847,           0.166412,           0.069004
         563.000000,         275.000000,         518.000000,           0.645842,           0.166451,           0.069045
         563.000000,         299.000000,         518.000000,           0.665832,           0.166498,           0.069101
         564.000000,         323.000000,         516.000000,           0.685831,           0.166570,           0.069213
         565.000000,         347.000000,         515.000000,           0.705824,           0.166596,           0.069231
         565.000000,         371.000000,         516.000000,           0.725816,           0.166612,           0.069225
         566.000000,         395.000000,         515.000000,           0.745813,           0.166656,           0.069186
         567.000000,         419.000000,         513.000000,           0.765799,           0.166735,           0.069171
         591.000000,         419.000000,         510.000000,           0.765795,           0.186708,           0.069227
         590.000000,         394.000000,         518.000000,           0.745789,           0.186674,           0.069173
         589.000000,         370.000000,         514.000000,           0.725769,           0.186607,           0.069063
         588.000000,         346.000000,         518.000000,           0.705767,           0.186513,           0.069022
         588.000000,         322.000000,         516.000000,           0.685756,           0.186423,           0.068903
         587.000000,         298.000000,         517.000000,           0.665747,           0.186327,           0.068821
         587.000000,         275.000000,         516.000000,           0.645731,           0.186240,           0.068715
         586.000000,         251.000000,         519.000000,           0.625758,           0.186163,           0.068699
         585.000000,         227.000000,         517.000000,           0.605770,           0.186146,           0.068675
         585.000000,         203.000000,         518.000000,           0.585808,           0.186106,           0.068668
         584.000000,         179.000000,         521.000000,           0.565839,           0.186062,           0.068626
         584.000000,         156.000000,         521.000000,           0.545820,           0.186003,           0.068565
         583.000000,         132.000000,         523.000000,           0.525823,           0.185944,           0.068490
         582.000000,         109.000000,         523.000000,           0.505827,           0.185872,           0.068405
         581.000000,          85.000000,         525.000000,           0.485851,           0.185846,           0.068347
         580.000000,          62.000000,         528.000000,           0.465870,           0.185803,           0.068297
         580.000000,          39.000000,         528.000000,           0.445874,           0.185806,           0.068269
         592.000000,          24.000000,         550.000000,           0.425875,           0.205805,           0.048265
         593.000000,          46.000000,         551.000000,           0.445903,           0.205843,           0.048332
         594.000000,          69.000000,         548.000000,           0.465883,           0.205874,           0.048343
         594.000000,          91.000000,         545.000000,           0.485886,           0.205903,           0.048411
         595.000000,         114.000000,         545.000000,           0.505888,           0.205972,           0.048456
         596.000000,         136.000000,         541.000000,           0.525905,           0.205970,           0.048494
         597.000000,         159.000000,         543.000000,           0.545892,           0.205978,           0.048531
         597.000000,         182.000000,         540.000000,           0.565890,           0.206006,           0.048571
         598.000000,         205.000000,         540.000000,           0.585866,           0.206074,           0.048584
         599.000000,         228.000000,         541.000000,           0.605866,           0.206102,           0.048628
         599.000000,         250.000000,         538.000000,           0.625886,           0.206151,           0.048727
         600.000000,         273.000000,         537.000000,           0.645875,           0.206214,           0.048762
         600.000000,         296.000000,         535.000000,           0.665869,           0.206260,           0.048805
         601.000000,         319.000000,         538.000000,           0.685871,           0.206280,           0.048846
         602.000000,         342.000000,         539.000000,           0.705865,           0.206390,           0.048911
         602.000000,         365.000000,         539.000000,           0.725843,           0.206481,           0.048933
         603.000000,         389.000000,         537.000000,           0.745820,           0.206595,           0.048970
         604.000000,         412.000000,         537.000000,           0.765785,           0.206683,           0.048945
         581.000000,         412.000000,         535.000000,           0.765774,           0.186748,           0.048783
         580.000000,         389.000000,         535.000000,           0.745787,           0.186648,           0.048698
         579.000000,         366.000000,         538.000000,           0.725804,           0.186603,           0.048665
         578.000000,         343.000000,         538.000000,           0.705834,           0.186528,           0.048660
         578.000000,         320.000000,         539.000000,           0.685839,           0.186442,           0.048576
         577.000000,         297.000000,         538.000000,           0.665840,           0.186356,           0.048489
         577.000000,         274.000000,         538.000000,           0.645848,           0.186278,           0.048405
         576.000000,         251.000000,         538.000000,           0.625856,           0.186191,           0.048343
         575.000000,         228.000000,         541.000000,           0.605842,           0.186175,           0.048241
         575.000000,         205.000000,         535.000000,           0.585835,           0.186112,           0.048132
         574.000000,         182.000000,         542.000000,           0.565870,           0.186041,           0.048074
         573.000000,         159.000000,         539.000000,           0.545889,           0.186006,           0.048027
         573.000000,         137.000000,         542.000000,           0.525926,           0.185980,           0.047994
         572.000000,         114.000000,         545.000000,           0.505943,           0.185918,           0.047959
         571.000000,          92.000000,         545.000000,           0.485943,           0.185869,           0.047881
         571.000000,          69.000000,         546.000000,           0.465961,           0.185823,           0.047847
         570.000000,          47.000000,         548.000000,           0.445969,           0.185811,           0.047801
         570.000000,          25.000000,         552.000000,           0.425965,           0.185811,           0.047764
         548.000000,          25.000000,         545.000000,           0.425953,           0.165839,           0.047681
         548.000000,          47.000000,         547.000000,           0.445969,           0.165895,           0.047762
         548.000000,          69.000000,         549.000000,           0.465967,           0.165949,           0.047819
         548.000000,          92.000000,         546.000000,           0.485958,           0.165973,           0.047864
         549.000000,         115.000000,         544.000000,           0.505948,           0.165997,           0.047890
         550.000000,         137.000000,         546.000000,           0.525957,           0.166053,           0.047915
         550.000000,         160.000000,         544.000000,           0.545931,           0.166087,           0.047868
         551.000000,         183.000000,         544.000000,           0.565955,           0.166092,           0.047866
         551.000000,         205.000000,         541.000000,           0.585969,           0.166126,           0.047886
         552.000000,         228.000000,         541.000000,           0.605950,           0.166164,           0.047935
         553.000000,         251.000000,         540.000000,           0.625938,           0.166200,           0.047987
         553.000000,         274.000000,         539.000000,           0.645931,           0.166225,           0.048020
         554.000000,         297.000000,         536.000000,           0.665906,           0.166272,           0.048052
         554.000000,         320.000000,         537.000000,           0.685915,           0.166363,           0.048117
         555.000000,         343.000000,         535.000000,           0.705932,           0.166428,           0.048158
         556.000000,         366.000000,         538.000000,           0.725928,           0.166495,           0.048200
         557.000000,         389.000000,         538.000000,           0.745926,           0.166542,           0.048193
         558.000000,         412.000000,         539.000000,           0.765937,           0.166623,           0.048238
         535.000000,         413.000000,         535.000000,           0.765948,           0.146684,           0.048132
         534.000000,         389.000000,         537.000000,           0.745961,           0.146590,           0.048112
         533.000000,         366.000000,         538.000000,           0.725996,           0.146477,           0.048046
         532.000000,         343.000000,         539.000000,           0.706001,           0.146437,           0.047905
         531.000000,         320.000000,         537.000000,           0.686007,           0.146352,           0.047832
         530.000000,         297.000000,         538.000000,           0.666016,           0.146259,           0.047742
         530.000000,         274.000000,         543.000000,           0.646028,           0.146176,           0.047671
         529.000000,         251.000000,         541.000000,           0.626028,           0.146071,           0.047595
         528.000000,         229.000000,         541.000000,           0.606037,           0.145998,           0.047532
         528.000000,         206.000000,         543.000000,           0.585982,           0.145926,           0.047353
         527.000000,         183.000000,         544.000000,           0.566004,           0.145850,           0.047294
         527.000000,         161.000000,         545.000000,           0.546031,           0.145773,           0.047251
         526.000000,         138.000000,         545.000000,           0.526038,           0.145711,           0.047194
         526.000000,         115.000000,         545.000000,           0.506056,           0.145641,           0.047134
         525.000000,          93.000000,         549.000000,           0.486058,           0.145579,           0.047082
         525.000000,          70.000000,         547.000000,           0.466056,           0.145530,           0.047045
         524.000000,          48.000000,         548.000000,           0.446060,           0.145477,           0.046999
         524.000000,          26.000000,         550.000000,           0.426051,           0.145438,           0.046948
         501.000000,          26.000000,         549.000000,           0.426080,           0.125464,           0.046908
         502.000000,          48.000000,         551.000000,           0.446097,           0.125538,           0.046955
         502.000000,          71.000000,         546.000000,           0.466127,           0.125585,           0.047045
         502.000000,          93.000000,         544.000000,           0.486166,           0.125634,           0.047131
         503.000000,         116.000000,         547.000000,           0.506189,           0.125709,           0.047219
         503.000000,         138.000000,         545.000000,           0.526186,           0.125771,           0.047307
         504.000000,         161.000000,         545.000000,           0.546218,           0.125817,           0.047383
         504.000000,         184.000000,         543.000000,           0.566237,           0.125825,           0.047421
         504.000000,         206.000000,         546.000000,           0.586222,           0.125890,           0.047442
         505.000000,         229.000000,         543.000000,           0.606230,           0.125919,           0.047479
         506.000000,         252.000000,         543.000000,           0.626205,           0.125936,           0.047470
         506.000000,         275.000000,         543.000000,           0.646229,           0.125986,           0.047504
         507.000000,         297.000000,         541.000000,           0.666230,           0.126044,           0.047533
         508.000000,         320.000000,         541.000000,           0.686217,           0.126108,           0.047522
         509.000000,         343.000000,         539.000000,           0.706239,           0.126193,           0.047568
         510.000000,         366.000000,         539.000000,           0.726235,           0.126260,           0.047604
         511.000000,         389.000000,         537.000000,           0.746228,           0.126321,           0.047617
         512.000000,         413.000000,         539.000000,           0.766247,           0.126369,           0.047649
         489.000000,         413.000000,         535.000000,           0.766246,           0.106440,           0.047535
         488.000000,         390.000000,         538.000000,           0.746264,           0.106361,           0.047547
         487.000000,         366.000000,         539.000000,           0.726269,           0.106286,           0.047464
         486.000000,         343.000000,         540.000000,           0.706294,           0.106191,           0.047420
         485.000000,         320.000000,         543.000000,           0.686315,           0.106113,           0.047424
         484.000000,         298.000000,         543.000000,           0.666336,           0.106012,           0.047364
         483.000000,         275.000000,         545.000000,           0.646354,           0.105935,           0.047324
         483.000000,         252.000000,         543.000000,           0.626329,           0.105855,           0.047199
         482.000000,         230.000000,         544.000000,           0.606314,           0.105762,           0.047144
         481.000000,         207.000000,         546.000000,           0.586313,           0.105720,           0.047107
         481.000000,         184.000000,         546.000000,           0.566323,           0.105649,           0.047028
         480.000000,         162.000000,         546.000000,           0.546303,           0.105591,           0.046929
         480.000000,         139.000000,         547.000000,           0.526318,           0.105573,           0.046886
         479.000000,         117.000000,         549.000000,           0.506330,           0.105541,           0.046823
         479.000000,          94.000000,         546.000000,           0.486330,           0.105488,           0.046771
         479.000000,          72.000000,         546.000000,           0.466324,           0.105440,           0.046707
         479.000000,          49.000000,         546.000000,           0.446308,           0.105383,           0.046629
         478.000000,          27.000000,         551.000000,           0.426291,           0.105351,           0.046572
         456.000000,          27.000000,         551.000000,           0.426314,           0.085370,           0.046524
         456.000000,          50.000000,         548.000000,           0.446313,           0.085400,           0.046543
         456.000000,          72.000000,         550.000000,           0.466313,           0.085435,           0.046567
         456.000000,          94.000000,         548.000000,           0.486318,           0.085484,           0.046577
         456.000000,         117.000000,         547.000000,           0.506315,           0.085499,           0.046554
         457.000000,         140.000000,         545.000000,           0.526340,           0.085517,           0.046575
         457.000000,         162.000000,         547.000000,           0.546312,           0.085567,           0.046533
         458.000000,         185.000000,         546.000000,           0.566337,           0.085607,           0.046590
         458.000000,         207.000000,         546.000000,           0.586320,           0.085627,           0.046563
         459.000000,         230.000000,         545.000000,           0.606337,           0.085696,           0.046582
         460.000000,         252.000000,         545.000000,           0.626338,           0.085761,           0.046575
         460.000000,         275.000000,         544.000000,           0.646333,           0.085816,           0.046585
         461.000000,         298.000000,         543.000000,           0.666340,           0.085921,           0.046546
         462.000000,         321.000000,         543.000000,           0.686344,           0.086054,           0.046595
         463.000000,         343.000000,         543.000000,           0.706365,           0.086150,           0.046627
         464.000000,         366.000000,         540.000000,           0.726370,           0.086245,           0.046682
         464.000000,         390.000000,         538.000000,           0.746397,           0.086253,           0.046694
         465.000000,         413.000000,         538.000000,           0.766425,           0.086345,           0.046747
         442.000000,         413.000000,         538.000000,           0.766466,           0.066354,           0.046695
         441.000000,         390.000000,         540.000000,           0.746465,           0.066223,           0.046660
         440.000000,         367.000000,         543.000000,           0.726450,           0.066130,           0.046565
         440.000000,         344.000000,         543.000000,           0.706433,           0.066070,           0.046510
         439.000000,         321.000000,         542.000000,           0.686418,           0.065980,           0.046450
         438.000000,         298.000000,         545.000000,           0.666421,           0.065911,           0.046427
         438.000000,         275.000000,         544.000000,           0.646415,           0.065816,           0.046349
         437.000000,         253.000000,         544.000000,           0.626429,           0.065758,           0.046334
         437.000000,         230.000000,         546.000000,           0.606438,           0.065698,           0.046284
         436.000000,         208.000000,         546.000000,           0.586424,           0.065631,           0.046246
         435.000000,         185.000000,         545.000000,           0.566440,           0.065583,           0.046223
         435.000000,         163.000000,         547.000000,           0.546431,           0.065530,           0.046207
         434.000000,         140.000000,         550.000000,           0.526446,           0.065472,           0.046194
         434.000000,         118.000000,         549.000000,           0.506458,           0.065432,           0.046179
         433.000000,          95.000000,         550.000000,           0.486447,           0.065372,           0.046079
         433.000000,          73.000000,         546.000000,           0.466422,           0.065288,           0.045991
         433.000000,          51.000000,         551.000000,           0.446416,           0.065249,           0.045928
         432.000000,          28.000000,         552.000000,           0.426396,           0.065223,           0.045848
         410.000000,          28.000000,         551.000000,           0.426422,           0.045251,           0.045769
         410.000000,          51.000000,         552.000000,           0.446436,           0.045258,           0.045814
         410.000000,          73.000000,         550.000000,           0.466457,           0.045299,           0.045866
         411.000000,          96.000000,         551.000000,           0.486474,           0.045325,           0.045912
         411.000000,         118.000000,         549.000000,           0.506440,           0.045377,           0.045912
         412.000000,         141.000000,         549.000000,           0.526477,           0.045409,           0.046002
         412.000000,         163.000000,         548.000000,           0.546500,           0.045449,           0.046055
         413.000000,         186.000000,         546.000000,           0.566499,           0.045513,           0.046061
         413.000000,         208.000000,         545.000000,           0.586516,           0.045565,           0.046072
         414.000000,         231.000000,         544.000000,           0.606515,           0.045642,           0.046069
         414.000000,         253.000000,         545.000000,           0.626524,           0.045689,           0.046102
         415.000000,         276.000000,         544.000000,           0.646542,           0.045773,           0.046167
         415.000000,         298.000000,         544.000000,           0.666567,           0.045833,           0.046230
         416.000000,         321.000000,         543.000000,           0.686572,           0.045892,           0.046278
         417.000000,         344.000000,         544.000000,           0.706592,           0.045988,           0.046351
         417.000000,         367.000000,         541.000000,           0.726618,           0.046039,           0.046360
         418.000000,         390.000000,         540.000000,           0.746631,           0.046090,           0.046351
         418.000000,         413.000000,         539.000000,           0.766618,           0.046163,           0.046334
         395.000000,         413.000000,         539.000000,           0.766665,           0.026208,           0.046313
         395.000000,         390.000000,         543.000000,           0.746654,           0.026081,           0.046214
         394.000000,         367.000000,         544.000000,           0.726639,           0.025982,           0.046165
         394.000000,         344.000000,         542.000000,           0.706629,           0.025881,           0.046137
         393.000000,         321.000000,         544.000000,           0.686612,           0.025797,           0.046078
         393.000000,         299.000000,         544.000000,           0.666582,           0.025737,           0.045996
         392.000000,         276.000000,         543.000000,           0.646578,           0.025635,           0.045988
         392.000000,         253.000000,         543.000000,           0.626573,           0.025543,           0.045917
         391.000000,         231.000000,         546.000000,           0.606547,           0.025476,           0.045863
         391.000000,         208.000000,         544.000000,           0.586526,           0.025411,           0.045782
         390.000000,         186.000000,         545.000000,           0.566527,           0.025358,           0.045762
         390.000000,         164.000000,         547.000000,           0.546518,           0.025318,           0.045705
         389.000000,         141.000000,         551.000000,           0.526489,           0.025262,           0.045627
         389.000000,         119.000000,         549.000000,           0.506478,           0.025186,           0.045578
         388.000000,          97.000000,         549.000000,           0.486455,           0.025150,           0.045472
         388.000000,          75.000000,         552.000000,           0.466418,           0.025100,           0.045396
         388.000000,          52.000000,         553.000000,           0.446402,           0.025098,           0.045331
         387.000000,          29.000000,         552.000000,           0.426395,           0.025050,           0.045278
         365.000000,          30.000000,         553.000000,           0.426416,           0.005081,           0.045244
         365.000000,          52.000000,         553.000000,           0.446456,           0.005122,           0.045290
         366.000000,          75.000000,         551.000000,           0.466483,           0.005178,           0.045365
         366.000000,          97.000000,         553.000000,           0.486452,           0.005183,           0.045351
         366.000000,         119.000000,         552.000000,           0.506474,           0.005225,           0.045396
         367.000000,         141.000000,         547.000000,           0.526511,           0.005290,           0.045505
         367.000000,         164.000000,         548.000000,           0.546523,           0.005346,           0.045568
         368.000000,         186.000000,         548.000000,           0.566526,           0.005412,           0.045647
         368.000000,         209.000000,         545.000000,           0.586527,           0.005439,           0.045655
         368.000000,         231.000000,         545.000000,           0.606576,           0.005492,           0.045783
         369.000000,         254.000000,         544.000000,           0.626610,           0.005545,           0.045845
         369.000000,         276.000000,         544.000000,           0.646608,           0.005598,           0.045935
         370.000000,         299.000000,         543.000000,           0.666612,           0.005648,           0.045965
         370.000000,         322.000000,         544.000000,           0.686602,           0.005692,           0.045978
         371.000000,         344.000000,         544.000000,           0.706626,           0.005774,           0.046038
         371.000000,         367.000000,         543.000000,           0.726630,           0.005808,           0.046070
         372.000000,         390.000000,         544.000000,           0.746649,           0.005847,           0.046093
         372.000000,         413.000000,         541.000000,           0.766661,           0.005926,           0.046155
         349.000000,         414.000000,         543.000000,           0.766621,          -0.014006,           0.046149
         349.000000,         390.000000,         543.000000,           0.746603,          -0.014118,           0.046116
         348.000000,         367.000000,         543.000000,           0.726597,          -0.014206,           0.046112
         348.000000,         344.000000,         546.000000,           0.706558,          -0.014234,           0.045979
         347.000000,         322.000000,         544.000000,           0.686528,          -0.014344,           0.045896
         347.000000,         299.000000,         545.000000,           0.666493,          -0.014387,           0.045801
         347.000000,         276.000000,         545.000000,           0.646446,          -0.014463,           0.045717
         346.000000,         254.000000,         546.000000,           0.626423,          -0.014581,           0.045654
         346.000000,         231.000000,         545.000000,           0.606401,          -0.014612,           0.045605
         345.000000,         209.000000,         546.000000,           0.586353,          -0.014707,           0.045540
         345.000000,         187.000000,         546.000000,           0.566346,          -0.014777,           0.045547
         344.000000,         164.000000,         549.000000,           0.546344,          -0.014804,           0.045499
         344.000000,         142.000000,         551.000000,           0.526335,          -0.014872,           0.045452
         344.000000,         119.000000,         552.000000,           0.506297,          -0.014937,           0.045333
         343.000000,          97.000000,         551.000000,           0.486260,          -0.014990,           0.045229
         343.000000,          75.000000,         552.000000,           0.466231,          -0.015022,           0.045158
         343.000000,          52.000000,         555.000000,           0.446230,          -0.015067,           0.045115
         342.000000,          30.000000,         554.000000,           0.426212,          -0.015124,           0.045040
         320.000000,          30.000000,         554.000000,           0.426144,          -0.035147,           0.045028
         320.000000,          53.000000,         552.000000,           0.446146,          -0.035102,           0.045072
         321.000000,          75.000000,         552.000000,           0.466177,          -0.035047,           0.045105
         321.000000,          98.000000,         553.000000,           0.486206,          -0.035020,           0.045171
         321.000000,         120.000000,         554.000000,           0.506247,          -0.034952,           0.045205
         322.000000,         142.000000,         551.000000,           0.526262,          -0.034899,           0.045251
         322.000000,         164.000000,         550.000000,           0.546270,          -0.034840,           0.045287
         322.000000,         187.000000,         550.000000,           0.566290,          -0.034812,           0.045309
         323.000000,         209.000000,         549.000000,           0.586320,          -0.034764,           0.045386
         323.000000,         232.000000,         547.000000,           0.606356,          -0.034707,           0.045466
         323.000000,         254.000000,         546.000000,           0.626369,          -0.034657,           0.045529
         324.000000,         277.000000,         546.000000,           0.646409,          -0.034613,           0.045608
         324.000000,         299.000000,         546.000000,           0.666430,          -0.034568,           0.045660
         325.000000,         322.000000,         545.000000,           0.686443,          -0.034520,           0.045704
         325.000000,         345.000000,         544.000000,           0.706456,          -0.034440,           0.045780
         325.000000,         367.000000,         546.000000,           0.726475,          -0.034335,           0.045814
         326.000000,         390.000000,         543.000000,           0.746497,          -0.034244,           0.045827
         326.000000,         414.000000,         541.000000,           0.766500,          -0.034182,           0.045792
         304.000000,         414.000000,         542.000000,           0.766467,          -0.054126,           0.045788
         303.000000,         390.000000,         544.000000,           0.746438,          -0.054181,           0.045744
         303.000000,         367.000000,         544.000000,           0.726406,          -0.054196,           0.045607
         303.000000,         345.000000,         544.000000,           0.706364,          -0.054242,           0.045558
         302.000000,         322.000000,         546.000000,           0.686327,          -0.054330,           0.045508
         302.000000,         299.000000,         546.000000,           0.666287,          -0.054409,           0.045441
         302.000000,         277.000000,         547.000000,           0.646270,          -0.054478,           0.045363
         301.000000,         254.000000,         548.000000,           0.626253,          -0.054555,           0.045276
         301.000000,         232.000000,         550.000000,           0.606188,          -0.054638,           0.045168
         300.000000,         209.000000,         549.000000,           0.586165,          -0.054709,           0.045110
         300.000000,         187.000000,         553.000000,           0.566136,          -0.054767,           0.045051
         300.000000,         165.000000,         553.000000,           0.546125,          -0.054826,           0.045019
         299.000000,         142.000000,         551.000000,           0.526113,          -0.054891,           0.044980
         299.000000,         120.000000,         553.000000,           0.506091,          -0.054898,           0.044909
         299.000000,          98.000000,         553.000000,           0.486085,          -0.054957,           0.044842
         298.000000,          76.000000,         555.000000,           0.466046,          -0.055020,           0.044753
         298.000000,          53.000000,         554.000000,           0.446012,          -0.055059,           0.044691
         297.000000,          30.000000,         553.000000,           0.426019,          -0.055118,           0.044677
         275.000000,          31.000000,         552.000000,           0.425963,          -0.075174,           0.044700
         275.000000,          53.000000,         552.000000,           0.445976,          -0.075104,           0.044729
         276.000000,          76.000000,         552.000000,           0.465994,          -0.075041,           0.044728
         276.000000,          98.000000,         553.000000,           0.486042,          -0.074981,           0.044790
         277.000000,         120.000000,         554.000000,           0.506056,          -0.074950,           0.044806
         277.000000,         142.000000,         554.000000,           0.526066,          -0.074922,           0.044839
         277.000000,         165.000000,         552.000000,           0.546086,          -0.074885,           0.044820
         277.000000,         187.000000,         553.000000,           0.566120,          -0.074867,           0.044858
         278.000000,         210.000000,         552.000000,           0.586128,          -0.074854,           0.044839
         278.000000,         232.000000,         552.000000,           0.606168,          -0.074832,           0.044874
         278.000000,         254.000000,         550.000000,           0.626193,          -0.074779,           0.044881
         279.000000,         277.000000,         549.000000,           0.646199,          -0.074750,           0.044888
         279.000000,         299.000000,         549.000000,           0.666210,          -0.074728,           0.044862
         279.000000,         322.000000,         548.000000,           0.686233,          -0.074670,           0.044907
         280.000000,         345.000000,         547.000000,           0.706267,          -0.074627,           0.044931
         280.000000,         367.000000,         545.000000,           0.726285,          -0.074567,           0.044965
         280.000000,         390.000000,         545.000000,           0.746323,          -0.074508,           0.045014
         280.000000,         414.000000,         543.000000,           0.766334,          -0.074508,           0.044993
         257.000000,         414.000000,         544.000000,           0.766300,          -0.094492,           0.045079
         257.000000,         391.000000,         544.000000,           0.746269,          -0.094488,           0.045040
         257.000000,         368.000000,         547.000000,           0.726236,          -0.094543,           0.044924
         257.000000,         345.000000,         547.000000,           0.706212,          -0.094558,           0.044814
         257.000000,         322.000000,         547.000000,           0.686185,          -0.094527,           0.044724
         257.000000,         300.000000,         549.000000,           0.666162,          -0.094535,           0.044660
         256.000000,         277.000000,         551.000000,           0.646170,          -0.094561,           0.044610
         256.000000,         255.000000,         553.000000,           0.626142,          -0.094599,           0.044504
         256.000000,         232.000000,         552.000000,           0.606126,          -0.094637,           0.044419
         255.000000,         210.000000,         554.000000,           0.586110,          -0.094672,           0.044370
         255.000000,         188.000000,         554.000000,           0.566103,          -0.094707,           0.044305
         255.000000,         165.000000,         553.000000,           0.546085,          -0.094736,           0.044271
         255.000000,         143.000000,         553.000000,           0.526098,          -0.094731,           0.044206
